,seed,n,alpha,M,K,init_beta,init_sigma,os_beta,os_sigma,ts_beta,ts_sigma,ms_beta,ms_sigma,oracle_beta,oracle_sigma
2510,10,5000,1.0,293,2,0.0014696866516351,0.0583029675234536,0.0006519793213408,0.0377280119615949,0.0006809212601621,0.0377280119615949,0.0006809935101643,0.0377280119615949,0.0006721632283601,0.0382727280968422
11,11,1000,0.25,72,2,0.0102363079770288,0.4835418215696787,0.0125443532528075,0.2806332698596774,0.0069020653159998,0.2806332698596774,0.0059986488788581,0.2806332698596774,0.0064814930386721,0.1576282414910155
11,11,1000,0.5,72,2,0.0068270823160191,0.2896093790196891,0.0081629394006546,0.153373525917369,0.0062966330813635,0.153373525917369,0.0064074311903749,0.153373525917369,0.0052872807482487,0.1096795788100187
261,11,1000,0.75,72,2,0.006089247545642,0.2095649288689577,0.0046391370549049,0.1045543375840018,0.0041354796632663,0.1045543375840018,0.0041495110204436,0.1045543375840018,0.0039105033809748,0.0904205563789364
511,11,1000,1.0,72,2,0.0041651552507501,0.1568072261051663,0.0033739692360914,0.0897646089021214,0.003147742040049,0.0897646089021214,0.0031512216201402,0.0897646089021214,0.0031217393206222,0.0832563881454983
511,11,2500,0.25,159,2,0.0041353083998407,0.247963472788765,0.0049928111252124,0.1305760923008832,0.0038125091358512,0.1305760923008832,0.0038643919036717,0.1305760923008832,0.0034465539655868,0.1149178281358691
1011,11,2500,0.5,159,2,0.0027991776938304,0.1370820413158269,0.0022364084685119,0.0718915916855375,0.0022794442732983,0.0718915916855375,0.0022779404687409,0.0718915916855375,0.0023236005720502,0.0668283537276582
761,11,2500,0.75,159,2,0.0017361925411946,0.110555811959225,0.0028568838905351,0.0624540160498996,0.0023885820162979,0.0624540160498996,0.0023912457187148,0.0624540160498996,0.0022919208704073,0.0593590505184033
1511,11,2500,1.0,159,2,0.0022751236987258,0.0884572398117993,0.0024976292319485,0.0516022166350523,0.0022448517836857,0.0516022166350523,0.0022454222325196,0.0516022166350523,0.0021403274554116,0.0507675688620698
1011,11,5000,0.25,293,2,0.0017759915162406,0.1310941032287361,0.0019164320968275,0.0706674735571945,0.0015545601496338,0.0706674735571945,0.0015573557024381,0.0706674735571945,0.0015395845119647,0.0670081595189029
2011,11,5000,0.5,293,2,0.0018110169942356,0.0850873882044726,0.0007416645975502,0.0513187338277712,0.0008508812305585,0.0513187338277712,0.0008503177431633,0.0513187338277712,0.0008814355827089,0.0499325771892626
1261,11,5000,0.75,293,2,0.0012337640982043,0.0622893828863392,0.0019274321277206,0.0391609288492262,0.0017404425768756,0.0391609288492262,0.0017406014298526,0.0391609288492262,0.001779297821188,0.0391488195791681
2511,11,5000,1.0,293,2,0.0013446451524926,0.056002148150122,0.0013331613157178,0.0369267277159732,0.0011645666064293,0.0369267277159732,0.0011648094852279,0.0369267277159732,0.0011404712994679,0.0370298304015095
12,12,1000,0.25,72,2,0.017778865462047,0.4844427324674867,0.0205088969349888,0.2905464380634668,0.0170025416492128,0.2905464380634668,0.0177245210656285,0.2905464380634668,0.015310015568974,0.1459410679728105
12,12,1000,0.5,72,2,0.0080348756565463,0.2723638794388538,0.0077246780636205,0.1384055896789623,0.0073999059133443,0.1384055896789623,0.0074072294970169,0.1384055896789623,0.0071090391722596,0.1210980355151754
262,12,1000,0.75,72,2,0.0060465685198571,0.2223587748169254,0.0042547904007305,0.1077035020813399,0.0041333422209342,0.1077035020813399,0.0041414670484971,0.1077035020813399,0.0040360845294979,0.0873417632683596
512,12,1000,1.0,72,2,0.0068059580504467,0.1460491027768794,0.0057804793193318,0.0867911028801592,0.0056883091081347,0.0867911028801592,0.0056908002954671,0.0867911028801592,0.0056922396616915,0.0862905119104415
512,12,2500,0.25,159,2,0.004217185770597,0.2280734064186991,0.0027556162730886,0.1047594204891377,0.0027162625894051,0.1047594204891377,0.0027164728200161,0.1047594204891377,0.0027539056168059,0.0850569438849847
1012,12,2500,0.5,159,2,0.0039882471856172,0.1349570634944879,0.0028052263075065,0.0785607634318301,0.0028697234866227,0.0785607634318301,0.0028692789955442,0.0785607634318301,0.0029689319293156,0.0792676680683381
762,12,2500,0.75,159,2,0.0024078657430648,0.1043944519800769,0.0031324100634604,0.0558433635593674,0.0028689251133197,0.0558433635593674,0.0028709110476989,0.0558433635593674,0.0027974611994088,0.0552418536572733
1512,12,2500,1.0,159,2,0.0021750579378682,0.0842344743841765,0.0022118026347943,0.0557530542124239,0.002263283538668,0.0557530542124239,0.002263078837263,0.0557530542124239,0.0023492653974628,0.0554102726381303
1012,12,5000,0.25,293,2,0.0024584737602056,0.1305483895091332,0.0013099192377416,0.0790035352211011,0.0013286062105008,0.0790035352211011,0.0013281703105044,0.0790035352211011,0.0013223777444242,0.08161329579173
2012,12,5000,0.5,293,2,0.0013758030724635,0.0820720357480424,0.001430686183064,0.0488241145480144,0.00141770228043,0.0488241145480144,0.0014177039638366,0.0488241145480144,0.001426697836088,0.0474791021332372
1262,12,5000,0.75,293,2,0.0015329403044262,0.0652204789579316,0.0008486617509262,0.0464547975021206,0.0008092984094801,0.0464547975021206,0.0008093619500011,0.0464547975021206,0.0008209069626312,0.0460435707680994
2512,12,5000,1.0,293,2,0.001493378665007,0.0518495768010067,0.0012529898221863,0.0343710929649554,0.0011834767425873,0.0343710929649554,0.0011835670605079,0.0343710929649554,0.0011557056863504,0.033975392557399
13,13,1000,0.25,72,2,0.0092607034645233,0.4430441808144625,0.0165247761530316,0.2465819044171635,0.009702330554064,0.2465819044171635,0.0107456220737704,0.2465819044171635,0.0109962529432725,0.1487190881848231
13,13,1000,0.5,72,2,0.0076928870248349,0.2565851749137933,0.0069096206028709,0.1145208400322797,0.006484239459214,0.1145208400322797,0.0065048368412383,0.1145208400322797,0.0063377286186319,0.1061190118035697
263,13,1000,0.75,72,2,0.0067666327709327,0.1927381580740183,0.0053698368139508,0.0992591221866748,0.0055018166244853,0.0992591221866748,0.0054987955415972,0.0992591221866748,0.0050303201565555,0.0905938590152291
513,13,1000,1.0,72,2,0.0035701696422018,0.1446068355607532,0.0030030493606559,0.0734361774294304,0.0028399324200466,0.0734361774294304,0.0028412729830194,0.0734361774294304,0.0029029625665964,0.0697553317302499
513,13,2500,0.25,159,2,0.0042380123599718,0.2466250145494962,0.0026935627977388,0.1220477029845079,0.002765484471157,0.1220477029845079,0.0027616885103807,0.1220477029845079,0.0028036504282015,0.1000650370300343
1013,13,2500,0.5,159,2,0.0041104526228703,0.1455184829623534,0.0020482566191127,0.0760320917068965,0.0020190792053043,0.0760320917068965,0.0020194131394807,0.0760320917068965,0.0020630056052202,0.0701348413403764
763,13,2500,0.75,159,2,0.0019822450704742,0.0996874572175706,0.0022902427972949,0.0597446253688923,0.0021889375332508,0.0597446253688923,0.002189317904264,0.0597446253688923,0.0021938634804536,0.0587189060973381
1513,13,2500,1.0,159,2,0.0029376417603985,0.0813037189377849,0.0019750955505165,0.052512825490133,0.0020039548848473,0.052512825490133,0.0020037850026279,0.052512825490133,0.0020003219428296,0.0525991373592607
1013,13,5000,0.25,293,2,0.0017389727561856,0.1351270224135967,0.0016150808416419,0.0807122200592537,0.0016038721901821,0.0807122200592537,0.0016040891668359,0.0807122200592537,0.0016524474473176,0.0783008946361065
2013,13,5000,0.5,293,2,0.0016117652899502,0.0841100709279264,0.0015230388713941,0.0503157822513488,0.0015319687634997,0.0503157822513488,0.00153201229918,0.0503157822513488,0.0014850294382027,0.0500158626825944
1263,13,5000,0.75,293,2,0.0010360417058626,0.0607782649460909,0.0008218453176347,0.0414966269717732,0.0008331456642079,0.0414966269717732,0.00083312068199,0.0414966269717732,0.000856868111577,0.041858359425956
2513,13,5000,1.0,293,2,0.0013444816710419,0.0525280317183812,0.0010496716802917,0.0351715197028209,0.0010678992748502,0.0351715197028209,0.001067886945768,0.0351715197028209,0.0010497200288635,0.0350094046010673
14,14,1000,0.25,72,2,0.0129338231081941,0.4648117996159766,0.0091766347079979,0.2670726545983648,0.0084477631341343,0.2670726545983648,0.0077150046633752,0.2670726545983648,0.0081544595402336,0.1452434509907154
14,14,1000,0.5,72,2,0.0090687440662295,0.3221243379846752,0.0056129335154773,0.1651926070441988,0.006403477837927,0.1651926070441988,0.00631227647396,0.1651926070441988,0.0062984487706058,0.1084056711916428
264,14,1000,0.75,72,2,0.005450546863663,0.1984675601590741,0.0032610439293693,0.1073595098119211,0.00319108949676,0.1073595098119211,0.0031890191099729,0.1073595098119211,0.0032327486209951,0.0950914445955353
514,14,1000,1.0,72,2,0.0089393519873554,0.1504641650173235,0.0045409346314759,0.0923266907222939,0.0047921622547239,0.0923266907222939,0.0047888056158211,0.0923266907222939,0.0047849133045049,0.0893276521961918
514,14,2500,0.25,159,2,0.0041258149039136,0.2271800180873567,0.0042791624309955,0.1179568542161983,0.0039461968916252,0.1179568542161983,0.0039570406157649,0.1179568542161983,0.004068407176119,0.1087113647553645
1014,14,2500,0.5,159,2,0.002811779685618,0.1467980186332093,0.0025144208740916,0.0764427014576901,0.0024363894709857,0.0764427014576901,0.002436929019081,0.0764427014576901,0.002656748271721,0.0659369902838915
764,14,2500,0.75,159,2,0.00202201610148,0.094162299320638,0.002233797484334,0.0618226101299474,0.0021028983909796,0.0618226101299474,0.0021030399181258,0.0618226101299474,0.0020707687280482,0.0616204703720719
1514,14,2500,1.0,159,2,0.0020362230160342,0.0883474029817124,0.0012312300096602,0.0541073681858692,0.0011978521349231,0.0541073681858692,0.0011979845876532,0.0541073681858692,0.0011870868066026,0.053949204945856
1014,14,5000,0.25,293,2,0.0029608092275642,0.1326758879652965,0.0017235552241002,0.0693028623354283,0.0016925140267204,0.0693028623354283,0.0016923083051964,0.0693028623354283,0.0017382512349812,0.0667898189177691
2014,14,5000,0.5,293,2,0.0018495826295542,0.0819151480093669,0.0017901148052679,0.0506374518414799,0.0018021883358572,0.0506374518414799,0.0018021271850387,0.0506374518414799,0.0018136657134514,0.0499502363411459
1264,14,5000,0.75,293,2,0.0014819328195722,0.0647295437699533,0.0010336700128056,0.0384711496692738,0.000997483542856,0.0384711496692738,0.0009975283220231,0.0384711496692738,0.0009415095834379,0.0381553709730416
2514,14,5000,1.0,293,2,0.0012838470759239,0.0552313451255371,0.0008800974045833,0.0389276368711967,0.0008464535913705,0.0389276368711967,0.0008464846370298,0.0389276368711967,0.0008565603657366,0.0387335637020294
15,15,1000,0.25,72,2,0.0137133367117394,0.4841088069333055,0.0260914517517752,0.2819540841792316,0.0095656094933237,0.2819540841792316,0.0111717193020669,0.2819540841792316,0.0111777658289373,0.1839009658561483
15,15,1000,0.5,72,2,0.0177104961034211,0.2955650833816548,0.014877116785997,0.1480670870979724,0.016456886461479,0.1480670870979724,0.0163116301566534,0.1480670870979724,0.0166164054996099,0.1121896333604993
265,15,1000,0.75,72,2,0.0049372984572121,0.1919954090988211,0.004628518422178,0.0939313287751205,0.0045914644789155,0.0939313287751205,0.0045912694005296,0.0939313287751205,0.00413128281823,0.0862176952821658
515,15,1000,1.0,72,2,0.0029736997836488,0.1552216600737982,0.0043312044904531,0.0674128447637998,0.0038904980145959,0.0674128447637998,0.0038982188174109,0.0674128447637998,0.004011892107098,0.0651165938405845
515,15,2500,0.25,159,2,0.0041014784514175,0.2441568454097461,0.0029423531637596,0.1240371913792894,0.0025523944300929,0.1240371913792894,0.0025641639481763,0.1240371913792894,0.002386436208097,0.1015527129544321
1015,15,2500,0.5,159,2,0.0027805380852074,0.1378196547966129,0.0020901970227844,0.0774850118333805,0.0019359866428433,0.0774850118333805,0.0019374819231522,0.0774850118333805,0.0018485713219655,0.0761666653150886
765,15,2500,0.75,159,2,0.0040662559768165,0.1024446444856177,0.0017774012961945,0.0649369326589647,0.0019804815178545,0.0649369326589647,0.001979113352689,0.0649369326589647,0.0020201601688196,0.0631263522535049
1515,15,2500,1.0,159,2,0.0021936984382265,0.0780724080658039,0.0012188986447405,0.0482280664124323,0.0013259923574775,0.0482280664124323,0.0013253634862503,0.0482280664124323,0.0013777299351308,0.0487707647730898
1015,15,5000,0.25,293,2,0.0021789206954045,0.1395355876540303,0.0014536620784312,0.0681686575554826,0.0012383545041292,0.0681686575554826,0.0012403466496821,0.0681686575554826,0.0011957646722944,0.0642882752731587
2015,15,5000,0.5,293,2,0.0018797732909371,0.0805165809963416,0.0009754572353775,0.0464438664705527,0.0010514444530596,0.0464438664705527,0.0010511717170053,0.0464438664705527,0.0010499247135566,0.0454854907290992
1265,15,5000,0.75,293,2,0.0011813520641589,0.0623791618183449,0.00085683502196,0.0411722617104725,0.0009739900522225,0.0411722617104725,0.0009737771708477,0.0411722617104725,0.0010153082343809,0.0407241079483161
2515,15,5000,1.0,293,2,0.0013468718598174,0.0475771537868433,0.0006346771940357,0.0350677719230702,0.000621834759103,0.0350677719230702,0.0006218347794894,0.0350677719230702,0.0006247905515188,0.0351361821710881
16,16,1000,0.25,72,2,0.0130686700126049,0.4353112712852592,0.0142186650023397,0.2379966700303891,0.0091464649667874,0.2379966700303891,0.0093897645097469,0.2379966700303891,0.0088828705962325,0.1202724945256776
16,16,1000,0.5,72,2,0.007954230779716,0.2895202026706194,0.0057081657577618,0.1503575777399798,0.0052043416128862,0.1503575777399798,0.005214952559842,0.1503575777399798,0.0052186076927605,0.1108721721370115
266,16,1000,0.75,72,2,0.0056296964824311,0.1954191128132985,0.0042908000788371,0.093191281191972,0.0043125897606619,0.093191281191972,0.0043118885152177,0.093191281191972,0.0046288815474721,0.0821997393254364
516,16,1000,1.0,72,2,0.0042735953324491,0.1380371617077539,0.0041251338816149,0.0661933679621624,0.0039255581114347,0.0661933679621624,0.003928634643618,0.0661933679621624,0.003827131567214,0.0719469900108182
516,16,2500,0.25,159,2,0.0039062313422995,0.2466357905843602,0.0039812163837774,0.1224814804887348,0.0037304201894798,0.1224814804887348,0.0037442523897739,0.1224814804887348,0.0036836670451271,0.0986413192054142
1016,16,2500,0.5,159,2,0.0032870471647965,0.1292213815169318,0.0021797505612342,0.0699204128910797,0.0022294165515789,0.0699204128910797,0.002228687945293,0.0699204128910797,0.0022266195984446,0.0700727244921042
766,16,2500,0.75,159,2,0.0032689175364907,0.1050960601649597,0.0019792878254215,0.0534993628230474,0.0020538936678893,0.0534993628230474,0.0020536248546723,0.0534993628230474,0.0020767607177438,0.0497464018225863
1516,16,2500,1.0,159,2,0.0016199402784316,0.0883721450829431,0.0016743223200909,0.0528453857587375,0.0016381080141607,0.0528453857587375,0.0016381612143884,0.0528453857587375,0.0016323888867188,0.0510232769731741
1016,16,5000,0.25,293,2,0.0018485057590754,0.1326008302389375,0.0016031992519508,0.071494318411035,0.0015840272895843,0.071494318411035,0.0015836869828354,0.071494318411035,0.0014216194346281,0.0689338150284941
2016,16,5000,0.5,293,2,0.0010694756521644,0.0820618806290743,0.0008053232419229,0.0515257556574874,0.0008095236274443,0.0515257556574874,0.0008094887612556,0.0515257556574874,0.0008346310724206,0.0508863913800513
1266,16,5000,0.75,293,2,0.0011168019308843,0.0615146241033773,0.0007127348455217,0.0406543066537608,0.0006942234663071,0.0406543066537608,0.0006942668727662,0.0406543066537608,0.0006820621178479,0.0404311423547149
2516,16,5000,1.0,293,2,0.0015853314606053,0.0531773254350584,0.0014670778063434,0.0384382631928386,0.0014664740370002,0.0384382631928386,0.001466465282703,0.0384382631928386,0.0014791140329241,0.0384262693158197
17,17,1000,0.25,72,2,0.0094740249868928,0.4520752419188121,0.011997320570415,0.2612312106826451,0.0075368381735668,0.2612312106826451,0.008114331509865,0.2612312106826451,0.0079791924463266,0.1537233070355965
17,17,1000,0.5,72,2,0.0087438382000857,0.2500348350169314,0.0042993556917959,0.1241451218006218,0.0039597042665388,0.1241451218006218,0.0039433424451882,0.1241451218006218,0.0039468859154283,0.100746112727315
267,17,1000,0.75,72,2,0.0051971195535376,0.1997413581386998,0.002885974427754,0.1114874485056604,0.0030645083071008,0.1114874485056604,0.0030596852751554,0.1114874485056604,0.0030387068311794,0.1056196788649646
517,17,1000,1.0,72,2,0.0074937572408318,0.1314998760289156,0.0040093998514572,0.0841346465248817,0.0044288472070143,0.0841346465248817,0.0044262502671607,0.0841346465248817,0.004474237039727,0.0857221219506222
517,17,2500,0.25,159,2,0.0043239414761097,0.2172268229137534,0.0024452015947594,0.1250193478287886,0.0023764353773071,0.1250193478287886,0.0023759732105332,0.1250193478287886,0.0024087094268097,0.1225283647779244
1017,17,2500,0.5,159,2,0.0036405403441116,0.1389069123011673,0.0035240593085802,0.0796438643174085,0.003227192790816,0.0796438643174085,0.0032304715757289,0.0796438643174085,0.0032197996871364,0.0770330096843898
767,17,2500,0.75,159,2,0.0019737164748673,0.0885534576406566,0.0018373327604424,0.0564098674246911,0.0019006882717864,0.0564098674246911,0.0019002870039789,0.0564098674246911,0.0018863009760185,0.0599975128729568
1517,17,2500,1.0,159,2,0.0014216683194717,0.0795908970690688,0.0012510924694327,0.0502846608547413,0.001165999589372,0.0502846608547413,0.0011662067029675,0.0502846608547413,0.0011558780103925,0.0518646288073456
1017,17,5000,0.25,293,2,0.0024329645552384,0.1331708089731233,0.0015482183329308,0.0767122004614598,0.0013866775088737,0.0767122004614598,0.0013875492108919,0.0767122004614598,0.0013810214898588,0.0734391944774699
